date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
51,1,0,0,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125
48,1,1,0,4,0.7,3.94,1039.0,960,0,0.0,0,0,8.0,0.664875
3,4,1,3,2,0.75,3.9,1039.0,1920,0,0.0,0,0,8.0,0.8192708329999999
40,4,0,3,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.8001171029999999
11,3,2,0,9,0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.82680303
46,1,2,1,9,0.75,3.94,1039.0,1320,0,0.0,0,0,11.0,0.919954545
49,1,0,4,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482
53,1,0,1,2,0.4,15.28,157.0,5400,0,6.5,30,1,45.0,0.30277037
28,4,1,5,9,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.656666667
56,1,2,5,4,0.75,3.94,1039.0,2160,0,0.0,0,0,18.0,0.593055556
28,4,0,5,7,0.65,30.1,909.0,7080,0,0.0,0,1,59.0,0.5356779660000001
22,4,2,4,4,0.8,3.94,1039.0,3600,0,0.0,0,0,20.0,0.925643939
12,1,0,5,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
45,0,2,2,3,0.75,3.94,1039.0,1800,0,0.0,0,0,10.0,1.059621212
2,0,0,2,9,0.7,18.79,1641.0,6000,40,0.0,0,1,50.0,0.60128
15,4,2,5,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.891723485
42,4,0,2,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766
9,1,1,3,7,0.8,4.6,1039.0,8400,0,0.0,0,0,20.0,0.6848888890000001
1,1,0,2,11,0.8,11.61,632.0,0,50,0.0,0,0,57.0,0.800309211
48,1,1,0,2,0.65,3.9,1039.0,1920,0,0.0,0,0,8.0,0.528125
5,3,1,5,6,0.8,2.9,1039.0,4320,0,0.0,0,0,18.0,0.785864198
50,3,2,5,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
41,1,0,4,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.7005089290000001
49,1,0,4,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.8002378379999999
21,4,0,3,9,0.8,29.12,609.0,3240,50,0.0,0,0,58.0,0.8001441440000001
55,1,0,5,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145
26,0,1,5,6,0.75,2.9,1039.0,3360,0,0.0,0,0,8.0,0.271875
40,4,0,3,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563
17,3,0,4,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005416999999999
3,4,1,3,5,0.7,3.94,1039.0,1440,0,0.0,0,0,12.0,0.75885
38,0,0,5,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388
1,1,0,2,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57.0,0.800149813
26,0,0,5,8,0.75,29.4,916.0,6960,56,0.0,0,2,58.0,0.750206897
1,1,0,2,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.8001158190000001
54,3,0,3,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
58,1,1,0,12,0.8,4.08,1039.0,1080,0,0.0,0,0,9.0,0.899111111
29,0,0,0,3,0.75,29.4,1144.0,4440,45,0.0,0,2,57.0,0.750716981
25,1,0,2,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
28,4,1,5,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18.0,0.601944444
40,4,0,3,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311
55,1,1,5,4,0.7,3.94,1039.0,960,0,0.0,0,0,8.0,0.812625
16,1,2,3,3,0.75,4.15,1039.0,2700,0,0.0,0,0,15.0,0.83
29,0,1,0,6,0.75,2.9,1039.0,3360,0,0.0,0,0,8.0,0.271875
17,3,0,4,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721
58,1,1,0,9,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.7715833329999999
56,1,0,5,1,0.75,28.08,681.0,6900,45,0.0,0,0,57.5,0.7504278259999999
24,3,0,3,2,0.6,30.33,868.0,6840,0,0.0,0,1,57.0,0.328131579
6,3,0,4,11,0.65,11.41,700.0,2640,23,0.0,0,2,53.0,0.650223718
36,4,2,0,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8171022729999999
15,4,0,5,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476
39,1,0,2,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492
22,4,2,4,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.590435606
40,4,2,3,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
11,3,0,0,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
52,4,1,2,8,0.65,3.9,1039.0,0,960,0.0,0,0,8.0,0.2640625
56,1,0,5,3,0.75,28.08,795.0,6900,45,0.0,0,0,57.5,0.753683478
16,1,2,3,10,0.75,3.94,1039.0,1440,0,0.0,0,0,8.0,0.805909091
34,3,1,2,12,0.8,4.08,1039.0,1080,0,0.0,0,0,9.0,0.8915555559999999
15,4,0,5,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.8501818179999999
37,3,1,1,10,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.927541667
36,4,0,0,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.7500983509999999
52,4,1,2,1,0.75,3.94,1039.0,0,960,0.0,0,0,8.0,0.794566667
0,2,2,0,7,0.7,3.94,1039.0,1200,0,0.0,0,0,10.0,0.971866667
38,0,0,5,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.8499837659999999
7,4,0,1,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345
10,4,0,2,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.7999632179999999
9,1,1,3,12,0.8,4.6,1039.0,1080,0,0.0,0,0,9.0,0.885925926
13,4,1,1,6,0.75,2.9,1039.0,960,0,0.0,0,0,8.0,0.6283333329999999
32,0,1,1,3,0.8,4.6,1039.0,1440,0,0.0,0,0,12.0,0.8113888890000001
16,1,0,3,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835
58,1,0,0,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.7999632179999999
0,2,2,0,9,0.75,3.94,1039.0,240,0,0.0,0,0,2.0,0.971866667
32,0,0,1,2,0.7,30.33,408.0,1680,30,0.0,0,1,59.0,0.700623
22,4,0,4,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766
41,1,2,4,7,0.7,3.94,1039.0,2160,0,0.0,0,0,18.0,0.892194444
20,3,2,1,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.639867424
8,1,2,1,10,0.75,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8096401520000001
32,0,1,1,10,0.7,2.9,1039.0,1800,0,0.0,0,0,15.0,0.902222222
49,1,2,4,8,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.682708333
49,1,2,4,3,0.75,4.15,1039.0,1560,0,0.0,0,0,8.0,0.991388889
38,0,2,5,12,0.6,4.08,1039.0,5400,0,0.0,0,0,9.0,0.327407407
11,3,2,0,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.661837121
50,3,0,5,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.8001171029999999
18,0,2,4,1,0.7,3.94,1039.0,1440,0,0.0,0,0,8.0,0.970075758
25,1,0,2,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
27,4,0,4,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571
3,4,0,3,10,0.75,21.82,1674.0,6000,34,0.0,0,0,50.0,0.7506079999999999
26,0,0,5,10,0.7,21.82,1591.0,3240,0,0.0,0,1,52.0,0.700251773
15,4,0,5,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311
16,1,2,3,4,0.8,3.94,1039.0,4440,0,0.0,0,0,18.0,0.827186544
46,1,0,1,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465
51,1,2,0,2,0.8,4.15,1039.0,960,0,0.0,0,0,8.0,0.782447917
3,4,1,3,6,0.7,2.9,1039.0,720,0,0.0,0,0,6.0,0.394722222
46,1,0,1,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.7505931029999999
26,0,0,5,2,0.7,30.33,398.0,6960,0,0.0,0,1,58.0,0.66237931
42,4,2,2,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.725
16,1,0,3,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466
23,4,1,4,7,0.7,4.15,1039.0,1440,0,0.0,0,0,12.0,0.928680556
9,1,0,3,8,0.8,29.4,30.0,6840,0,0.0,0,0,57.0,0.433263158
31,3,0,2,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836
42,4,2,2,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.648106061
49,1,2,4,2,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.7921041670000001
55,1,1,5,8,0.8,4.6,1039.0,2640,0,0.0,0,0,22.0,0.980984848
45,0,0,2,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.8003863640000001
9,1,1,3,3,0.8,4.6,1039.0,1200,0,0.0,0,0,10.0,0.939166667
49,1,2,4,9,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.931645833
17,3,2,4,11,0.65,4.15,1039.0,2160,0,0.0,0,0,12.0,0.8383838379999999
57,0,0,3,7,0.8,30.1,786.0,7080,50,0.0,0,2,59.0,0.8001158190000001
21,4,1,3,5,0.7,4.15,1039.0,240,0,0.0,0,0,2.0,0.87
2,0,1,2,7,0.7,5.13,1039.0,960,0,0.0,0,0,8.0,0.356458333
12,1,0,5,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
3,4,1,3,3,0.8,4.6,1039.0,1920,0,0.0,0,0,8.0,0.786631944
50,3,2,5,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8842613640000001
29,0,0,0,6,0.75,18.79,1012.0,3960,45,0.0,0,0,33.0,0.75065101
33,1,0,3,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
46,1,0,1,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609
35,0,2,3,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12.0,0.7226388890000001
38,0,0,5,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361
34,3,1,2,6,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.773333333
2,0,0,2,11,0.75,11.41,826.0,2820,0,0.0,0,2,58.0,0.7502939390000001
50,3,2,5,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.606912879
33,1,2,3,12,0.8,4.08,1039.0,1080,0,0.0,0,0,9.0,0.687555556
5,3,1,5,8,0.7,5.13,1039.0,1920,0,0.0,0,0,8.0,0.672135417
17,3,2,4,10,0.7,3.94,1039.0,1440,0,0.0,0,0,8.0,0.235795455
52,4,1,2,2,0.7,3.9,1039.0,0,1200,0.0,0,0,10.0,0.6825
53,1,1,1,6,0.75,2.9,1039.0,3360,0,0.0,0,0,8.0,0.309333333
32,0,0,1,1,0.6,22.53,708.0,5040,0,0.0,0,1,42.0,0.268214286
28,4,1,5,1,0.8,3.94,1039.0,1440,0,0.0,0,0,12.0,0.664875
11,3,2,0,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.675568182
19,0,0,1,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409
41,1,2,4,6,0.6,2.9,1039.0,1200,0,0.0,0,0,10.0,0.314166667
13,4,0,1,4,0.7,30.1,855.0,7020,40,0.0,0,1,58.0,0.700618234
49,1,0,4,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058
48,1,1,0,6,0.5,2.9,1039.0,960,0,0.0,0,0,8.0,0.7975
0,2,0,0,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
55,1,0,5,7,0.8,30.1,834.0,1200,0,4.0,40,0,59.0,0.366053523
41,1,2,4,2,0.8,3.94,1039.0,1200,0,0.0,0,0,10.0,0.912766667
35,0,2,3,8,0.65,4.15,1039.0,960,0,0.0,0,0,8.0,0.553333333
20,3,2,1,9,0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.72830303
13,4,0,1,5,0.75,30.1,855.0,7020,45,0.0,0,0,58.0,0.750356125
43,4,0,0,4,0.75,30.1,481.0,7140,0,0.0,0,1,59.0,0.7503921570000001
12,1,0,5,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551
40,4,2,3,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.837594697
6,3,1,4,4,0.75,4.15,1039.0,2400,0,0.0,0,0,20.0,0.287041667
5,3,1,5,3,0.5,5.13,1039.0,2880,0,0.0,0,0,12.0,0.81640625
8,1,0,1,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281
17,3,2,4,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.692045455
23,4,0,4,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234
56,1,0,5,6,0.8,25.9,1170.0,1920,50,0.0,0,0,56.0,0.8003819440000001
21,4,0,3,11,0.35,11.41,434.0,3240,0,0.0,0,1,52.0,0.507903226
17,3,2,4,6,0.8,2.9,1039.0,1800,0,0.0,0,0,10.0,0.804848485
58,1,0,0,12,0.8,15.26,1021.0,4080,63,0.0,0,0,34.0,0.8004019609999999
30,0,1,4,12,0.8,5.13,1039.0,2400,0,0.0,0,0,10.0,0.78375
11,3,2,0,11,0.8,4.15,1039.0,1260,0,0.0,0,0,7.0,0.313852814
13,4,0,1,2,0.8,22.52,1512.0,0,88,0.0,0,0,57.0,0.8999840579999999
50,3,0,5,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
13,4,1,1,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18.0,0.966759259
17,3,2,4,9,0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.582045455
21,4,1,3,12,0.8,4.08,1039.0,1080,0,0.0,0,0,9.0,1.02
18,0,0,4,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005416999999999
14,1,1,4,7,0.8,4.6,1039.0,3360,0,0.0,0,0,8.0,0.350416667
31,3,0,2,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751
24,3,1,3,8,0.7,5.13,1039.0,960,0,0.0,0,0,8.0,0.58
35,0,0,3,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
18,0,0,4,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
30,0,0,4,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58.0,0.6265777779999999
17,3,2,4,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.639867424
12,1,0,5,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
39,1,2,2,9,0.8,2.9,1039.0,1920,0,0.0,0,0,8.0,0.8208333329999999
22,4,0,4,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311
47,4,1,1,9,0.75,2.9,1039.0,1800,0,0.0,0,0,15.0,0.821666667
49,1,0,4,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303
25,1,2,2,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12.0,0.8092361109999999
51,1,0,0,11,0.8,11.61,1005.0,7080,50,0.0,0,0,29.5,0.8002372879999999
47,4,1,1,12,0.8,4.6,1039.0,1080,0,0.0,0,0,9.0,0.92
36,4,2,0,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.670075758
21,4,0,3,8,0.6,30.1,1069.0,4560,30,0.0,0,1,58.0,0.714410494
52,4,0,2,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58.0,0.850446154
50,3,0,5,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767
13,4,1,1,12,0.8,4.08,1039.0,1080,0,0.0,0,0,9.0,1.004888889
12,1,0,5,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.7999632179999999
20,3,0,1,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.7500318979999999
37,3,1,1,7,0.7,5.13,1039.0,1200,0,0.0,0,0,10.0,0.91375
11,3,0,0,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721
49,1,0,4,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.7503484570000001
16,1,0,3,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.8002738290000001
31,3,0,2,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359
51,1,2,0,9,0.8,4.15,1039.0,960,0,0.0,0,0,8.0,0.956270833
26,0,1,5,9,0.75,2.9,1039.0,960,0,0.0,0,0,8.0,0.4078125
16,1,2,3,6,0.8,2.9,1039.0,1800,0,0.0,0,0,10.0,0.666515152
19,0,0,1,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657
40,4,0,3,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464
32,0,0,1,4,0.8,30.1,901.0,6480,50,0.0,0,1,59.0,0.800071839
56,1,0,5,9,0.7,28.08,872.0,6900,44,0.0,0,0,57.5,0.7211269570000001
33,1,0,3,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422
34,3,0,2,9,0.6,18.79,2103.0,5400,0,0.0,0,1,54.0,0.329964879
40,4,2,3,4,0.35,4.3,1039.0,2700,0,0.0,0,0,8.0,0.908080808
51,1,0,0,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038
36,4,0,0,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.8001171029999999
44,0,2,0,8,0.8,2.9,1039.0,1620,0,0.0,0,0,9.0,0.910521886
54,3,2,3,1,0.65,3.94,1039.0,2400,0,0.0,0,0,8.0,0.505128205
31,3,2,2,5,0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.958901515
50,3,0,5,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345
47,4,0,1,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59.0,0.9000610170000001
12,1,0,5,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828
47,4,1,1,10,0.7,2.9,1039.0,960,0,0.0,0,0,8.0,0.39875
34,3,1,2,7,0.7,4.15,1039.0,1800,0,0.0,0,0,15.0,0.258
14,1,1,4,3,0.8,4.6,1039.0,10500,0,0.0,0,0,25.0,0.936355556
53,1,1,1,3,0.8,4.6,1039.0,6300,0,0.0,0,0,15.0,0.902962963
8,1,0,1,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.7500578509999999
19,0,0,1,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
45,0,0,2,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
22,4,2,4,11,0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.668087121
57,0,0,3,6,0.75,18.79,1003.0,3960,45,0.0,0,1,33.0,0.75065101
37,3,0,1,5,0.8,30.1,680.0,7140,0,0.0,0,0,59.0,0.653431373
36,4,2,0,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
14,1,0,4,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075
23,4,0,4,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
37,3,0,1,2,0.5,30.33,838.0,6720,0,0.0,0,1,56.0,0.361071429
26,0,0,5,9,0.75,18.79,1020.0,5640,45,0.0,0,1,52.0,0.750371895
20,3,0,1,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.8002614859999999
54,3,0,3,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342
26,0,0,5,4,0.8,30.1,437.0,7080,32,0.0,0,2,59.0,0.495617514
47,4,0,1,10,0.75,21.82,1499.0,6000,34,0.0,0,0,50.0,0.7506079999999999
9,1,0,3,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58.0,0.799975862
18,0,0,4,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.8003863640000001
1,1,0,2,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.8004019609999999
32,0,0,1,12,0.8,15.26,1062.0,4080,50,0.0,0,0,34.0,0.8004019609999999
39,1,0,2,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504
28,4,0,5,2,0.8,22.52,1327.0,0,113,0.0,0,0,57.5,1.000344928
13,4,0,1,8,0.5,30.1,1061.0,6960,30,0.0,0,1,58.0,0.393548851
58,1,0,0,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
44,0,0,0,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.7002507840000001
42,4,2,2,3,0.8,4.15,1039.0,1800,0,0.0,0,0,10.0,0.905454545
39,1,0,2,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
18,0,2,4,12,0.7,4.08,1039.0,1620,0,0.0,0,0,9.0,0.6181818179999999
19,0,2,1,1,0.75,3.94,1039.0,1200,0,0.0,0,0,10.0,0.77815
9,1,0,3,1,0.7,26.82,1772.0,6960,50,0.0,0,0,58.0,0.750651724
10,4,1,2,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18.0,1.057962963
34,3,1,2,3,0.5,4.15,1039.0,960,0,0.0,0,0,8.0,0.864583333
27,4,1,4,5,0.5,3.94,1039.0,960,0,0.0,0,0,8.0,0.857916667
33,1,0,3,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
27,4,1,4,11,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.755208333
44,0,2,0,5,0.7,4.15,1039.0,2700,0,0.0,0,0,15.0,0.966666667
13,4,1,1,8,0.35,4.15,1039.0,960,0,0.0,0,0,8.0,0.703770833
37,3,0,1,9,0.65,18.79,2120.0,5520,0,0.0,0,1,51.0,0.650134
26,0,1,5,1,0.5,3.94,1039.0,3360,0,0.0,0,0,8.0,0.768847222
