date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
51,1,0,0,10,0.75,19.31,610.0,6480,56,0.0,0,0,54.0,0.787299691
51,1,2,0,2,0.8,4.15,1039.0,960,0,0.0,0,0,8.0,0.782447917
51,1,0,0,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
51,1,2,0,10,0.7,4.15,1039.0,960,0,0.0,0,0,8.0,0.7018125
51,1,0,0,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038
51,1,0,0,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217
51,1,2,0,8,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.6283333329999999
51,1,2,0,7,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.6253125
49,1,2,4,3,0.75,4.15,1039.0,1560,0,0.0,0,0,8.0,0.9913888890000001
49,1,2,4,9,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.9316458329999999
49,1,2,4,1,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.915229167
49,1,0,4,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482
49,1,2,4,4,0.8,3.94,1039.0,6600,0,0.0,0,0,20.0,0.8616790120000001
49,1,0,4,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492
49,1,0,4,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438
49,1,0,4,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.8503451329999999
49,1,0,4,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058
49,1,0,4,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.8003186440000001
49,1,0,4,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.8002378379999999
49,1,0,4,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199
49,1,2,4,2,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.7921041670000001
49,1,2,4,10,0.7,3.94,1039.0,4320,0,0.0,0,0,18.0,0.759228395
49,1,0,4,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.7503484570000001
49,1,0,4,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303
49,1,0,4,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217
49,1,2,4,8,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.682708333
49,1,2,4,7,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.667604167
49,1,0,4,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184
49,1,2,4,11,0.75,4.15,1039.0,960,0,0.0,0,0,8.0,0.34583333299999997
39,1,2,2,1,0.8,3.94,1039.0,1920,0,0.0,0,0,8.0,0.961059028
39,1,2,2,11,0.8,3.94,1039.0,2400,0,0.0,0,0,10.0,0.9395138890000001
39,1,2,2,4,0.8,3.94,1039.0,3840,0,0.0,0,0,16.0,0.893663194
39,1,2,2,3,0.75,4.15,1039.0,1920,0,0.0,0,0,8.0,0.875390625
39,1,0,2,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492
39,1,2,2,9,0.8,2.9,1039.0,1920,0,0.0,0,0,8.0,0.8208333329999999
39,1,2,2,2,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.804416667
39,1,0,2,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.8006843659999999
39,1,0,2,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.8006843659999999
39,1,0,2,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.8003186440000001
39,1,0,2,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962
39,1,0,2,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.8002460109999999
39,1,0,2,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.8002460109999999
39,1,0,2,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522
39,1,0,2,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522
39,1,2,2,10,0.75,2.9,1039.0,960,0,0.0,0,0,8.0,0.763375
39,1,2,2,5,0.6,2.9,1039.0,960,0,0.0,0,0,8.0,0.759270833
39,1,0,2,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504
39,1,0,2,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
39,1,2,2,7,0.8,3.94,1039.0,960,0,0.0,0,0,8.0,0.676666667
39,1,2,2,8,0.8,2.9,1039.0,960,0,0.0,0,0,8.0,0.6645833329999999
39,1,0,2,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.6000287360000001
8,1,2,1,4,0.8,3.94,1039.0,4440,0,0.0,0,0,18.0,0.966781346
8,1,2,1,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.936496212
8,1,2,1,3,0.75,4.15,1039.0,1800,0,0.0,0,0,10.0,0.899166667
8,1,2,1,11,0.8,4.15,1039.0,2700,0,0.0,0,0,15.0,0.888686869
8,1,2,1,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
8,1,0,1,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311
8,1,0,1,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311
8,1,2,1,10,0.75,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8096401520000001
8,1,2,1,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.805909091
8,1,0,1,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466
8,1,0,1,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466
8,1,0,1,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.8002738290000001
8,1,0,1,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.8001409690000001
8,1,0,1,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721
8,1,0,1,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721
8,1,0,1,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657
8,1,0,1,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455
8,1,0,1,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.7500578509999999
8,1,2,1,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.681060606
8,1,0,1,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281
8,1,2,1,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.61625
16,1,2,3,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.951420455
16,1,2,3,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.880530303
16,1,0,3,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311
16,1,0,3,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311
16,1,0,3,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766
16,1,2,3,3,0.75,4.15,1039.0,2700,0,0.0,0,0,15.0,0.83
16,1,2,3,4,0.8,3.94,1039.0,4440,0,0.0,0,0,18.0,0.827186544
16,1,2,3,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8133712120000001
16,1,2,3,10,0.75,3.94,1039.0,1440,0,0.0,0,0,8.0,0.805909091
16,1,2,3,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.804640152
16,1,0,3,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466
16,1,0,3,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,0.800594466
16,1,0,3,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.8003437659999999
16,1,0,3,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.8002738290000001
16,1,0,3,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.8002467529999999
16,1,0,3,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,0.800128721
16,1,0,3,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.8
16,1,0,3,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.7004808309999999
16,1,2,3,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.681060606
16,1,2,3,6,0.8,2.9,1039.0,1800,0,0.0,0,0,10.0,0.666515152
16,1,0,3,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835
16,1,2,3,5,0.7,4.15,1039.0,1440,0,0.0,0,0,8.0,0.330113636
15,4,2,5,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.9476893940000001
15,4,2,5,4,0.8,3.94,1039.0,12600,0,0.0,0,0,20.0,0.919905405
15,4,0,5,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.9002157159999999
15,4,2,5,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.891723485
15,4,0,5,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311
15,4,0,5,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.8501818179999999
15,4,0,5,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,0.850136766
15,4,0,5,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850136766
15,4,2,5,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8357575759999999
15,4,2,5,5,0.7,4.15,1039.0,3840,0,0.0,0,0,8.0,0.8213541670000001
15,4,0,5,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.8004972459999999
15,4,0,5,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.8002738290000001
15,4,0,5,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143
15,4,0,5,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932
15,4,0,5,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8
15,4,2,5,10,0.75,3.94,1039.0,1440,0,0.0,0,0,8.0,0.779791667
15,4,2,5,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.735984848
15,4,2,5,3,0.75,4.15,1039.0,2160,0,0.0,0,0,12.0,0.712626263
15,4,2,5,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.681060606
15,4,2,5,11,0.8,4.15,1039.0,900,0,0.0,0,0,5.0,0.5156060610000001
15,4,0,5,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951389
15,4,0,5,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.23370547600000002
36,4,2,0,1,0.8,3.94,1039.0,2160,0,0.0,0,0,8.0,0.985
36,4,2,0,3,0.75,4.15,1039.0,2760,0,0.0,0,0,12.0,0.930340376
36,4,2,0,4,0.8,3.94,1039.0,6000,0,0.0,0,0,20.0,0.911589744
36,4,2,0,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
36,4,0,0,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.8511741140000001
36,4,0,0,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766
36,4,0,0,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766
36,4,2,0,10,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.846950758
36,4,2,0,11,0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.8174242420000001
36,4,2,0,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8171022729999999
36,4,0,0,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.8010282129999999
36,4,0,0,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466
36,4,0,0,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445
36,4,0,0,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.8003437659999999
36,4,0,0,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.8001171029999999
36,4,0,0,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8
36,4,0,0,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.7500983509999999
36,4,0,0,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245283
36,4,2,0,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.670075758
36,4,2,0,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.628882576
36,4,0,0,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813
36,4,2,0,5,0.5,4.15,1039.0,1440,0,0.0,0,0,8.0,0.337973485
22,4,2,4,3,0.75,4.15,1039.0,1440,0,0.0,0,0,8.0,0.93532197
22,4,2,4,4,0.8,3.94,1039.0,3600,0,0.0,0,0,20.0,0.9256439390000001
22,4,0,4,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.9002157159999999
22,4,2,4,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.873068182
22,4,2,4,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
22,4,0,4,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311
22,4,0,4,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766
22,4,0,4,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766
22,4,2,4,10,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.828295455
22,4,2,4,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8208333329999999
22,4,0,4,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.8003437659999999
22,4,0,4,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.8002467529999999
22,4,0,4,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8
22,4,0,4,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8
22,4,0,4,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690182815
22,4,2,4,11,0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.668087121
22,4,2,4,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.653598485
22,4,2,4,5,0.5,4.15,1039.0,1440,0,0.0,0,0,8.0,0.609138258
22,4,0,4,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.6002298460000001
22,4,2,4,6,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.597348485
22,4,2,4,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.590435606
22,4,0,4,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796
22,4,0,4,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626
42,4,2,2,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.955151515
42,4,2,2,4,0.35,4.3,1039.0,3240,0,0.0,0,0,18.0,0.942213805
42,4,2,2,3,0.8,4.15,1039.0,1800,0,0.0,0,0,10.0,0.905454545
42,4,2,2,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.880530303
42,4,2,2,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
42,4,0,2,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167
42,4,0,2,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311
42,4,0,2,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766
42,4,0,2,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766
42,4,2,2,6,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.8174242420000001
42,4,2,2,5,0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.809564394
42,4,0,2,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.8002738290000001
42,4,0,2,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818
42,4,0,2,12,0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.80007657
42,4,0,2,2,0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8
42,4,2,2,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.725
42,4,0,2,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555
42,4,0,2,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650040783
42,4,0,2,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056
42,4,2,2,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.648106061
42,4,2,2,11,0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.640577652
42,4,0,2,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299
42,4,2,2,10,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.24625
7,4,2,1,4,0.35,4.3,1039.0,2160,0,0.0,0,0,12.0,0.952020202
7,4,2,1,1,0.8,3.94,1039.0,1440,0,0.0,0,0,2.0,0.951420455
7,4,2,1,10,0.8,3.94,1039.0,5400,0,0.0,0,0,20.0,0.912766667
7,4,2,1,3,0.8,4.15,1039.0,1620,0,0.0,0,0,9.0,0.901262626
7,4,2,1,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
7,4,0,1,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311
7,4,0,1,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311
7,4,0,1,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525
7,4,0,1,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766
7,4,2,1,5,0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.8213541670000001
7,4,2,1,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.805909091
7,4,0,1,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.8002467529999999
7,4,0,1,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.8002467529999999
7,4,0,1,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
7,4,0,1,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
7,4,2,1,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.681060606
7,4,2,1,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.670075758
7,4,2,1,11,0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.601278409
7,4,0,1,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029
7,4,0,1,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345
7,4,0,1,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
7,4,0,1,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649
40,4,2,3,11,0.8,4.15,1039.0,1980,0,0.0,0,0,7.0,0.934607438
40,4,2,3,4,0.35,4.3,1039.0,2700,0,0.0,0,0,8.0,0.908080808
40,4,0,3,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811
40,4,2,3,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.891723485
40,4,2,3,5,0.65,4.15,1039.0,1440,0,0.0,0,0,15.0,0.864583333
40,4,2,3,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
40,4,0,3,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311
40,4,0,3,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766
40,4,2,3,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.837594697
40,4,2,3,3,0.8,4.15,1039.0,1440,0,0.0,0,0,7.0,0.8208333329999999
40,4,0,3,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433
40,4,0,3,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.8002467529999999
40,4,0,3,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.8001171029999999
40,4,0,3,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563
40,4,2,3,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.667329545
40,4,0,3,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.6003696860000001
40,4,0,3,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.49998033399999997
40,4,0,3,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125
40,4,2,3,10,0.8,3.94,1039.0,1260,0,0.0,0,0,8.0,0.332359307
40,4,0,3,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464
40,4,2,3,2,0.8,3.94,1039.0,1260,0,0.0,0,0,8.0,0.247316017
50,3,2,5,4,0.35,4.3,1039.0,3600,0,0.0,0,0,20.0,0.9886363640000001
50,3,2,5,10,0.8,3.94,1039.0,3420,0,0.0,0,0,19.0,0.953110048
50,3,2,5,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8842613640000001
50,3,2,5,5,0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.8606534090000001
50,3,2,5,9,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8581439390000001
50,3,0,5,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311
50,3,0,5,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.8504156279999999
50,3,0,5,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766
50,3,0,5,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.8001171029999999
50,3,0,5,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139
50,3,0,5,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139
50,3,0,5,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345
50,3,2,5,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.689299242
50,3,0,5,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293
50,3,0,5,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
50,3,2,5,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.606912879
50,3,0,5,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767
50,3,0,5,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069
50,3,0,5,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888
11,3,2,0,5,0.65,4.15,1039.0,2700,0,0.0,0,0,15.0,0.98719697
11,3,2,0,2,0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.9809090909999999
11,3,2,0,10,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.9746212120000001
11,3,2,0,1,0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.8842613640000001
11,3,2,0,9,0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.82680303
11,3,0,0,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.8003437659999999
11,3,0,0,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.8002467529999999
11,3,0,0,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721
11,3,0,0,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721
11,3,0,0,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.8001171029999999
11,3,0,0,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.8001171029999999
11,3,0,0,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
11,3,0,0,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005416999999999
11,3,2,0,8,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.675568182
11,3,2,0,7,0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.661837121
11,3,0,0,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653
11,3,0,0,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767
11,3,0,0,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.6002732679999999
11,3,2,0,6,0.8,2.9,1039.0,900,0,0.0,0,0,5.0,0.465757576
11,3,0,0,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539
